,Laptop_ID,Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,Weight IN KG
606,606,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,IntelHDGraphics520,Windows 10,2.2,74538.72,2.2
607,607,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6GB,1TB HDD,IntelHDGraphics620,Windows 10,2.4,30049.92,2.4
608,608,Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,IntelHDGraphics630,Windows 10,2.0,69210.72,2.0
609,609,Acer,Notebook,14,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4GB,128GB Flash Storage,IntelHDGraphics405,Windows 10,1.6,18594.72,1.6
610,610,Lenovo,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Xeon E3-1535M v6 3.1GHz,32GB,1TB SSD,NvidiaQuadroM2200M,Windows 10,2.5,261018.72,2.5
611,611,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,1TB HDD,NvidiaGeForceGTX960<U+039C>,Windows 10,2.59,46833.6528,2.59
612,612,Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,IntelHDGraphics520,Linux,2.18,23650.992,2.18
613,613,Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,IntelHDGraphics520,Linux,2.25,19127.52,2.25
614,614,Dell,Notebook,15.6,1366x768,Intel Core i5 7300U 2.6GHz,4GB,500GB HDD,IntelHDGraphics620,Linux,1.93,46300.32,1.93
615,615,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,NvidiaGeForceGTX1050,Windows 10,3.0,62231.04,3.0
616,,,,,,,,,,,,,
617,617,HP,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,IntelHDGraphics620,Windows 10,1.84,74005.92,1.84
618,618,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,NvidiaGeForceGTX1070,Windows 10,2.94,120831.5808,2.94
619,619,Acer,2 in 1 Convertible,11.6,IPS Panel Touchscreen 1366x768,Intel Celeron Quad Core N3160 1.6GHz,4GB,32GB Flash Storage,IntelHDGraphics400,Chrome OS,1.25,20193.12,1.25
620,620,HP,Notebook,14,1366x768,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,2.31,59886.72,2.31
621,621,Lenovo,Notebook,14,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,IntelHDGraphics520,Windows 7,1.65,78055.2,1.65
622,622,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,1TB HDD,AMDRadeon530,Windows 10,2.2,41345.28,2.2
623,623,Fujitsu,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,2.2,42570.72,2.2
624,624,HP,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,IntelHDGraphics520,Windows 7,1.88,49656.96,1.88
625,,,,,,,,,,,,,
626,626,Mediacom,Notebook,14,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,2GB,32GB Flash Storage,IntelHDGraphics,Windows 10,1.4,12733.92,1.4
627,627,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,IntelHDGraphics620,No OS,2.2,24935.04,2.2
628,628,Asus,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,6GB,1TB HDD,IntelHDGraphics620,Windows 10,1.5,34046.4528,1.5
629,,,,,,,,,,,,,
630,630,Asus,Ultrabook,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,IntelHDGraphics620,Windows 10,11.1,101232.0,11.1
631,631,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,NvidiaGeForceGTX1050Ti,Windows 10,2.62,78801.12,2.62
632,632,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,256GB SSD,IntelUHDGraphics620,Windows 10,1.8,44169.12,1.8
633,633,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,NvidiaGeForce920MX,Windows 10,2.2,30849.12,2.2
634,634,Asus,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,8GB,1TB HDD,IntelHDGraphics500,Windows 10,2.0,21258.72,2.0
635,635,Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,1TB HDD,NvidiaGeForceGTX1050,Windows 10,1.99,48304.7136,1.99
636,636,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,IntelUHDGraphics620,Windows 10,1.23,99580.32,1.23
637,637,Lenovo,Notebook,14,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2GB,32GB Flash Storage,IntelHDGraphics400,Windows 10,1.42,13266.72,1.42
638,638,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,1.37,93635.3376,1.37
639,639,Dell,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,1TB SSD,NvidiaGeForceGTX1050,Windows 10,2.06,127818.72,2.06
640,640,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,NvidiaGeForceGTX1050M,Windows 10,2.5,59087.52,2.5
641,641,HP,Notebook,17,1600x900,AMD A9-Series 9420 3GHz,8GB,1TB HDD,AMDRadeonR5,Windows 10,2.6,27753.552,2.6
642,642,Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,IntelHDGraphics620,Windows 10,1.14,130536.0,1.14
643,643,Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,NvidiaGeForceGTX1050Ti,No OS,2.5,62284.32,2.5
644,644,Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,500GB HDD,IntelHDGraphics520,Windows 10,2.4,23976.0,2.4
645,645,Lenovo,Notebook,14,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,32GB Flash Storage,IntelHDGraphics,Windows 10,1.43,14598.72,1.43
646,646,Acer,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,IntelGraphics620,Windows 10,1.8,48964.32,1.8
647,647,Razer,Gaming,14,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD,NvidiaGeForceGTX1060,Windows 10,1.95,138474.72,1.95
648,648,Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,IntelHDGraphics520,Windows 10,1.2,64628.64,1.2
649,649,Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,1.36,84395.52,1.36
650,650,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32GB,512GB SSD,NvidiaGeForceGTX1080,Windows 10,3.8,149130.72,3.8
651,651,Acer,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,1TB HDD,NvidiaGeForceGTX1050,Linux,2.4,37775.52,2.4
652,652,Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,IntelUHDGraphics620,Windows 10,1.2,77250.672,1.2
653,653,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,NvidiaGeForceGTX1050Ti,Windows 10,2.2,63499.104,2.2
654,654,HP,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,500GB HDD,IntelHDGraphics520,No OS,1.86,19441.872,1.86
655,655,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,500GB HDD,IntelHDGraphics620,Windows 10,2.0,56689.92,2.0
656,656,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,AMDRadeon530,Windows 10,6.2,48964.32,6.2
657,657,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD +  2TB HDD,AMDRadeon530,Windows 10,2.2,60472.8,2.2
658,658,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,NvidiaGeForceGTX960,Windows 10,3.31,63722.88,3.31
659,659,Dell,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,32GB,512GB SSD +  1TB HDD,NvidiaGeForceGTX1070,Windows 10,4.42,167691.8736,4.42
660,660,Dell,Notebook,14,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,IntelHDGraphics520,Windows 10,1.56,65481.12,1.56
661,661,Lenovo,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,500GB HDD,IntelHDGraphics500,Windows 10,2.2,22324.32,2.2
662,662,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,IntelHDGraphics520,Windows 10,2.2,28504.8,2.2
663,663,HP,Notebook,15.6,1920x1080,Intel Core i3 6006U 2GHz,6GB,1TB HDD,AMDRadeonR5M430,Windows 10,2.04,28717.92,2.04
664,664,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,NvidiaGeForceGTX1060,Windows 10,2.7,79215.1056,2.7
665,665,Toshiba,Notebook,15.6,1366x768,Intel Core i3 6100U 2.1GHz,4GB,128GB SSD,IntelHDGraphics520,Windows 10,2.1,26533.44,2.1
666,,,,,,,,,,,,,
667,667,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,AMDRadeon530,Windows 10,2.1,39693.6,2.1
668,668,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,2.0,67026.24,2.0
669,669,Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,128GB SSD,IntelHDGraphics520,Linux,2.1,21951.36,2.1
670,670,Microsoft,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7600U 2.8GHz,8GB,256GB SSD,IntelIrisPlusGraphics640,Windows 10 S,1.252,99519.048,1.252
671,671,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD +  1TB HDD,AMDRadeonR5M430,Windows 10,1.9,43580.376,1.9
672,672,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,1.3,55091.52,1.3
673,673,Lenovo,Notebook,35.6,1366x768,AMD E-Series E2-9000 2.2GHz,4GB,128GB SSD,AMDRadeonR2Graphics,Windows 10,2.2,18594.72,2.2
674,674,HP,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,128GB SSD,NvidiaGeForce940MX,Windows 10,1.63,37242.72,1.63
675,675,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,NvidiaGeForceGTX1050,Windows 10,2.4,68944.32,2.4
676,676,Asus,Ultrabook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,1.1,60472.8,1.1
677,677,HP,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,8GB,64GB Flash Storage,IntelHDGraphics500,Chrome OS,1.4,26373.6,1.4
678,678,LG,Ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,IntelHDGraphics620,Windows 10,1.09,122490.72,1.09
679,679,Acer,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,16GB,256GB SSD,NvidiaGeForceGTX1050Ti,Windows 10,2.5,69210.72,2.5
680,680,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,NvidiaGeForceGTX1050,Windows 10,2.2,53168.112,2.2
681,681,Asus,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,128GB SSD,IntelHDGraphics500,Windows 10,1.86,22324.32,1.86
682,682,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,16GB,128GB SSD +  1TB HDD,NvidiaGeForceGTX1060,Windows 10,3.21,109277.28,3.21
683,683,HP,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,256GB SSD,AMDRadeonR5520,Windows 10,2.5,37242.72,2.5
684,684,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,IntelUHDGraphics620,Windows 10,1.19,79866.72,1.19
685,685,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16GB,256GB SSD +  1TB HDD,NvidiaGeForceGTX1070,Windows 10,3.49,149916.6,3.49
686,686,HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,AMDRadeon520,Windows 10,1.86,32639.8608,1.86
687,687,Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,1TB HDD,AMDRadeonR5M430,Windows 10,2.2,29073.2976,2.2
688,688,HP,Notebook,17.3,IPS Panel Full HD 1920x1080,AMD A10-Series 9600P 2.4GHz,6GB,2TB HDD,AMDRadeonR7M440,Windows 10,2.65,30316.32,2.65
689,689,Lenovo,Notebook,15.6,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4GB,500GB HDD,IntelHDGraphics510,Windows 10,2.1,16943.04,2.1
690,690,Acer,Notebook,14,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4GB,32GB Flash Storage,IntelHDGraphics510,Chrome OS,1.45,19980.0,1.45
691,691,Lenovo,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,IntelHDGraphics620,Windows 10,1.7,37242.72,1.7
692,692,HP,Workstation,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,500GB HDD,NvidiaQuadroM1200,Windows 10,3.14,101657.7072,3.14
693,693,Lenovo,2 in 1 Convertible,14,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,1.42,137995.2,1.42
694,694,Toshiba,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,1.5,51841.44,1.5
695,695,Acer,Netbook,11.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4GB,32GB Flash Storage,IntelHDGraphics,Windows 10,1.4,14332.32,1.4
696,696,Lenovo,2 in 1 Convertible,14,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,IntelHDGraphics620,Windows 10,1.38,93186.72,1.38
697,697,Asus,2 in 1 Convertible,12.5,Full HD / Touchscreen 1920x1080,Intel Core M M3-6Y30 0.9GHz,4GB,64GB Flash Storage,IntelHDGraphics515,Chrome OS,1.2,35644.32,1.2
698,698,Toshiba,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,IntelHDGraphics520,Windows 10,1.36,100006.56,1.36
699,,,,,,,,,,,,,
700,700,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,1TB HDD,NvidiaGeForceGTX1050,Windows 10,2.56,43636.32,2.56
701,701,Lenovo,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 2.9GHz,4GB,256GB SSD,AMDRadeon530,Windows 10,2.2,21258.72,2.2
702,702,Lenovo,Notebook,15.6,1366x768,AMD A12-Series 9720P 3.6GHz,8GB,1TB HDD,AMDRadeonR7,Windows 10,2.2,22857.12,2.2
703,703,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD +  1TB HDD,IntelHDGraphics620,Windows 10,2.1,33110.856,2.1
704,704,Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,500GB HDD,IntelHDGraphics520,No OS,1.9,23976.0,1.9
705,705,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,2.18,42357.6,2.18
706,706,Acer,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,1GB,256GB SSD,IntelUHDGraphics620,Windows 10,1.6,53226.72,1.6
707,707,Lenovo,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,NvidiaQuadroM520M,Windows 7,2.18,98834.4,2.18
708,708,Lenovo,Notebook,14,Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8GB,256GB SSD,IntelHDGraphics520,Windows 10,1.8,63456.48,1.8
709,709,HP,Notebook,17.3,IPS Panel Full HD 1920x1080,AMD A10-Series 9620P 2.5GHz,6GB,2TB HDD,AMDRadeon530,Windows 10,2.71,34898.9328,2.71
710,710,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,NvidiaGeForceGTX1050Ti,Windows 10,2.5,66546.72,2.5
711,711,Dell,Notebook,14,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8GB,256GB SSD,NvidiaGeForce930MX,Linux,1.64,58021.92,1.64
712,712,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,IntelHDGraphics620,Linux,1.98,38681.28,1.98
713,713,Asus,Notebook,14,Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,IntelHDGraphics500,Windows 10,1.5,15877.44,1.5
714,714,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,16GB,512GB SSD,IntelHDGraphics620,Windows 10,1.93,76012.4448,1.93
715,715,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,NvidiaGeForce920MX,Windows 10,1.87,45664.6896,1.87
716,716,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,1.9,62817.12,1.9
717,717,Lenovo,Notebook,15.6,1366x768,AMD A6-Series 7310 2GHz,4GB,500GB HDD,AMDRadeonR4,Windows 10,2.19,15877.44,2.19
718,718,Mediacom,Notebook,14,IPS Panel Full HD 1920x1200,Intel Atom Z8350 1.92GHz,4GB,32GB HDD,IntelHDGraphics400,Windows 10,1.4,14119.2,1.4
719,719,HP,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,NvidiaGeForce930MX,Windows 10,2.63,63936.0,2.63
720,720,Lenovo,Ultrabook,14,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6500U 2.5GHz,64GB,512GB SSD,IntelHDGraphics520,Windows 10,1.17,89864.1792,1.17
721,721,HP,2 in 1 Convertible,13.3,IPS Panel Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,1.58,44574.048,1.58
722,722,Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,1.32,79866.72,1.32
723,723,Dell,Gaming,17.3,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,32GB,1TB SSD +  1TB HDD,NvidiaGeForceGTX1070,Windows 10,4.36,194972.832,4.36
724,724,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,NvidiaGeForceGTX1050Ti,Windows 10,2.7,71847.0144,2.7
725,725,Lenovo,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,IntelHDGraphics620,No OS,1.9,26101.872,1.9
726,,,,,,,,,,,,,
727,727,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,1TB HDD,IntelHDGraphics620,Windows 10,1.71,34578.72,1.71
728,728,Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,AMDRadeonR7M445,Linux,2.32,31409.6256,2.32
729,729,HP,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4GB,1TB HDD,AMDRadeon520,Windows 10,2.1,26053.92,2.1
730,730,Acer,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,NvidiaGeForceGTX1060,Windows 10,4.2,103096.8,4.2
731,731,Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,12GB,1TB HDD,IntelHDGraphics620,Windows 10,2.25,34578.72,2.25
732,732,HP,Notebook,15.6,Full HD 1920x1080,AMD A9-Series A9-9420 3GHz,6GB,128GB SSD +  1TB HDD,AMDRadeon520,Windows 10,2.1,34632.0,2.1
733,733,Acer,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,IntelHDGraphics620,Windows 10,2.4,29783.52,2.4
734,734,Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,1.44,51148.8,1.44
735,735,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4GB,1TB HDD,IntelHDGraphics620,Windows 10,1.85,41505.12,1.85
736,736,HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD,NvidiaQuadroM2200,Windows 10,2.6,128884.32,2.6
737,737,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,IntelUHDGraphics620,Windows 10,1.55,35111.52,1.55
738,738,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,NvidiaGeForceGTX1060,Windows 10,1.8,111593.8944,1.8
739,739,Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,500GB HDD,IntelHDGraphics520,Windows 10,2.4,21887.424,2.4
740,740,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,128GB SSD +  1TB HDD,NvidiaGeForce940MX,Windows 10,2.0,64308.96,2.0
741,741,Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8GB,256GB SSD,IntelHDGraphics520,Windows 10,2.0,35431.2,2.0
742,742,Toshiba,Notebook,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,1.25,81784.8,1.25
743,743,Lenovo,2 in 1 Convertible,14,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,1.7,53226.72,1.7
744,744,Lenovo,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7600U 2.8GHz,16GB,1TB SSD,NvidiaQuadroM520M,Windows 10,2.5,175770.72,2.5
745,745,Acer,Notebook,14,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2GB,32GB Flash Storage,IntelHDGraphics400,Chrome OS,1.68,17582.4,1.68
746,746,Samsung,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,IntelHDGraphics620,Windows 10,0.81,87858.72,0.81
747,,,,,,,,,,,,,
748,748,Dell,Notebook,14,1366x768,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,1.6,60031.1088,1.6
749,749,HP,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Xeon E3-1535M v5 2.9GHz,16GB,256GB SSD,NvidiaQuadroM2000M,Windows 7,3.0,233845.92,3.0
750,750,Lenovo,Netbook,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,128GB SSD,IntelHDGraphics400,Windows 10,1.4,25308.0,1.4
751,751,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,IntelHDGraphics520,Windows 10,1.84,101232.0,1.84
752,752,Asus,Notebook,15.6,1366x768,Intel Core i5 6300HQ 2.3GHz,4GB,1TB HDD,NvidiaGeForceGTX950M,No OS,2.45,30849.12,2.45
753,,,,,,,,,,,,,
754,754,Asus,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,4GB,256GB SSD,IntelHDGraphics620,Windows 10,2.37,45282.672,2.37
755,755,Lenovo,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i5 6260U 1.8GHz,8GB,256GB SSD,IntelHDGraphics540,Windows 10,1.3,63882.72,1.3
756,756,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,NvidiaGeForceGTX1050,Windows 10,2.2,58554.72,2.2
757,757,HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,NvidiaQuadroM1000M,Windows 7,2.59,83170.08,2.59
758,758,Dell,Gaming,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,NvidiaGeForceGTX1070,Windows 10,4.42,152859.7872,4.42
759,759,Acer,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,IntelHDGraphics620,Windows 10,2.1,31914.72,2.1
760,760,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,NvidiaGeForceGTX1050,Windows 10,2.5,55837.44,2.5
